concept_id,concept_name
C0201913,"Hepatic function panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Bilirubin, direct (82248) Phosphatase, alkaline (84075) Protein, total (84155) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450)"
C0201836,"Hepatic function panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Bilirubin, direct (82248) Phosphatase, alkaline (84075) Protein, total (84155) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450)"
C0555903,"Hepatic function panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Bilirubin, direct (82248) Phosphatase, alkaline (84075) Protein, total (84155) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450)"
C0201838,"Hepatic function panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Bilirubin, direct (82248) Phosphatase, alkaline (84075) Protein, total (84155) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450)"
C0812554,"Hepatic function panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Bilirubin, direct (82248) Phosphatase, alkaline (84075) Protein, total (84155) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450)"
C0201916,"Hepatic function panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Bilirubin, direct (82248) Phosphatase, alkaline (84075) Protein, total (84155) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450)"
C3525573,"Hepatic function panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Bilirubin, direct (82248) Phosphatase, alkaline (84075) Protein, total (84155) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450)"
C0201850,"Hepatic function panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Bilirubin, direct (82248) Phosphatase, alkaline (84075) Protein, total (84155) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450)"
C0200762,Morphometric analysis; nerve
C3516665,Morphometric analysis; nerve
C0695105,"Molecular cytogenetics; interphase in situ hybridization, analyze 25-99 cells"
C3526181,"Molecular cytogenetics; interphase in situ hybridization, analyze 25-99 cells"
C0679560,"Molecular cytogenetics; interphase in situ hybridization, analyze 25-99 cells"
C3517971,"Adjacent tissue transfer or rearrangement, any area; defect 30.1 sq cm to 60.0 sq cm"
C3704837,"Adjacent tissue transfer or rearrangement, any area; defect 30.1 sq cm to 60.0 sq cm"
C3702656,"Adjacent tissue transfer or rearrangement, any area; defect 30.1 sq cm to 60.0 sq cm"
C2724389,"Adjacent tissue transfer or rearrangement, any area; defect 30.1 sq cm to 60.0 sq cm"
C3517970,"Adjacent tissue transfer or rearrangement, any area; defect 30.1 sq cm to 60.0 sq cm"
C3704838,"Adjacent tissue transfer or rearrangement, any area; defect 30.1 sq cm to 60.0 sq cm"
C0041455,Collagen Type I [Chemical/Ingredient]
C0018022,"Goiter, Endemic [Disease/Finding]"
C0023821,"Lipoproteins, HDL [Chemical/Ingredient]"
C0004482,AZATHIOPRINE
C2004493,"Leukemia, B-Cell [Disease/Finding]"
C0282591,Mineral Fibers [Chemical/Ingredient]
C1684405,LUBIPROSTONE
C0038225,Steam [Chemical/Ingredient]
C4051516,PCSK9 Inhibitors [MoA]
C0005802,Blood Glucose [Chemical/Ingredient]
C0019740,HLA-B27 Antigen [Chemical/Ingredient]
C0037532,SODIUM NITRITE
C0022237,"ALCOHOL,ISOPROPYL"
C0080274,Urinary Retention [Disease/Finding]
C0037532,Sodium Nitrite [Chemical/Ingredient]
C0076733,TITANIUM DIOXIDE
C0559470,Peanut Hypersensitivity [Disease/Finding]
C0968475,Matrix Metalloproteinase 12 [Chemical/Ingredient]
C1372942,Ventricular Repolarization [PE]
C0038228,Stearates [Chemical/Ingredient]
C0004482,Azathioprine [Chemical/Ingredient]
C0728747,TRASTUZUMAB
C0022237,ISOPROPYL ALCOHOL
C0000772,"Abnormalities, Multiple [Disease/Finding]"
C0085096,Peripheral Vascular Diseases [Disease/Finding]
C0017373,Regulator gene
C0017362,Regulator gene
C0016109,"Filum terminale, NOS"
C0010280,"Craniotomy, NOS"
C0195794,"Craniotomy, NOS"
C3266841,"Deciduous tooth, NOS"
C0036563,Plant seeds
C1518683,Outer hair cell
C0335223,Telegrapher
C0271610,"Female hirsutism, NOS"
C0026083,Professional midwife
C0227885,Cumulus oophorus
C0081937,Adenosine deaminase binding protein
C0425542,"Adventitious sound, NOS"
C0019740,HLA-B27 antigen
C0021852,"Small intestine, NOS"
C0227257,"Small intestine, NOS"
C1304890,"Small intestine, NOS"
C0522465,Borago officinalis
C0259779,"Polyostotic fibrous dysplasia of bone, NOS"
C0016065,"Polyostotic fibrous dysplasia of bone, NOS"
C0162351,Contact hypersensitivity
C1458140,Bleeding diathesis
C0008779,"Ciliary body, NOS"
C0231493,"Muscle property, NOS"
C0036079,"Salicylic acid, NOS"
C0086651,"Mucopolysaccharidosis, MPS-IV-A"
C0192444,Resection of stomach with gastrojejunal anastomosis
C0231686,Unsteady gait
C0020202,Hybridization
C0228203,Paracentral lobule
C0006434,BURNS
C0195314,"Cervical biopsy, NOS"
C0040452,"Root of tooth, NOS"
C0081937,Lymphocyte antigen CD26
C0400436,"Hepatectomy, total left lobectomy"
C0085478,Bacteroides gingivalis
C0004057,Acetylsalicylic acid
C0349555,High-grade squamous intraepithelial lesion
C0349459,High-grade squamous intraepithelial lesion
C0333875,High-grade squamous intraepithelial lesion
C0076733,Titanium dioxide
C0037304,"Fracture of skull, NOS"
C0272448,"Fracture of skull, NOS"
C0200762,"Morphometric analysis, nerve"
C0447557,"Pancreatic duct, NOS"
C0030288,"Pancreatic duct, NOS"
C0031549,"Phlebotomus, NOS"
C1123010,"Phlebotomus, NOS"
C0033888,"Phlebotomus, NOS"
C0187606,Arthrodesis of metacarpophalangeal joint
C0012797,"Diuresis, NOS"
C0259779,"Fibrous dysplasia of bone, NOS"
C0008328,Cholecystokinin
C0050456,Acetonitrile
C0224640,"Distal interphalangeal joint of finger, NOS"
C0196940,"Neurectasis, NOS"
C3665347,Abnormal vision
C3665386,Abnormal vision
C0042790,Abnormal vision
C0392106,Hepatic artery thrombosis
C0019024,Hemoglobin E
C0332680,"Constriction injury, NOS"
C0036690,"Toxemia, NOS"
C0040524,"Toxemia, NOS"
C0007610,"Nucleus, NOS"
C0521447,"Nucleus, NOS"
C0230526,"Nucleus, NOS"
C0025942,Miconazole
C0032952,Prednisone preparation
C0221799,Guiding catheter
C0086651,Deficiency of N-acetylgalactosamine-6-sulfatase
C0020971,"Vaccination, NOS"
C0199798,"Vaccination, NOS"
C0042196,"Vaccination, NOS"
C0185125,"Application, NOS"
C0589502,Antegrade
C0052430,Artemisinin
C0038225,Steam
C0041455,Collagen type I
C0318506,Human rhinovirus 39
C0701836,"Burn injury, NOS"
C0006434,"Burn injury, NOS"
C0231288,Posttraumatic state
C0278252,Poor prognosis
C0343161,"Loose body in knee, NOS"
C0008384,Cholesterol ester storage disease
C0301149,"Organic dye, NOS"
C1288291,"Organic dye, NOS"
C0228959,Pudendal nerve
C0326265,"Broadbill, NOS"
C0600537,"Broadbill, NOS"
C0326264,"Broadbill, NOS"
C0037805,"Spectrophotometric measurement, NOS"
C0543947,"Transient situational disturbance, NOS"
C1522512,"Transient situational disturbance, NOS"
C1522520,"Transient situational disturbance, NOS"
C0040701,"Transient situational disturbance, NOS"
C0001546,"Transient situational disturbance, NOS"
C1261477,Lactuca sativa
C0080274,Urinary retention
C0234081,Depolarization of nerve cell and nerve fiber
C0011315,"Dengue virus, NOS"
C0020431,Hyperbaric oxygen therapy
C0001898,Alanine
C1299003,"Eye, NOS"
C0015392,"Eye, NOS"
C0229077,"Eye, NOS"
C0185678,"Reconstruction of mandible, NOS"
C0243026,"Systemic infection, NOS"
C0036690,"Systemic infection, NOS"
C0085684,Foot-drop
C0318855,Porcine epizootic diarrhea virus
C0037289,"Skin function, NOS"
C0008668,Chromosome pair 5
C1527396,Cystic fibrosis
C0010674,Cystic fibrosis
C1279739,Tendon graft
C0043314,Xanthine
C0001433,Acidophil adenoma
C1306214,Acidophil adenoma
C0522774,Replacement of catheter
C0023821,High density lipoprotein
C0005700,"Blast injury, NOS"
C0242769,"Cotyledon, NOS"
C0008328,Cholecystokinin preparation
C0080274,Bladder retention of urine
C0027708,"Nephroblastoma, NOS"
C0330847,Astragalus lentiginosus
C0019562,Von Hippel-Lindau syndrome
C0000772,"Multiple congenital anomalies, NOS"
C0330691,"Abrus, NOS"
C0023263,"Abrus, NOS"
C0032176,Platelet aggregation
C0230145,Substernal region
C0239059,Cigarette smoke
C0162314,Ancylostoma duodenale
C0081937,Dipeptidyl peptidase IV
C0204514,Structural analysis
C0242690,Tibialis anterior muscle
C0278049,Female reproductive function
C0018775,Bilateral hearing loss
C0007227,"Cardiovascular function, NOS"
C0232087,"Cardiovascular function, NOS"
C0232088,"Cardiovascular function, NOS"
C0282151,Dopamine hydrochloride
C0234829,"Articulation, NOS"
C0234830,"Articulation, NOS"
C0017770,Glucocerebroside
C0011209,"Parturition, NOS"
C1314680,"Parturition, NOS"
C0005615,"Parturition, NOS"
C1148523,"Parturition, NOS"
C0475455,T stage
C0332369,T stage
C0042790,"Disorder of vision, NOS"
C0012240,"Digestive system, NOS"
C0017189,"Digestive system, NOS"
C0226873,"Digestive system, NOS"
C0195116,VAGINA: GENERAL AND MISCELLANEOUS OPERATIVE PROCEDURES
C0195117,VAGINA: GENERAL AND MISCELLANEOUS OPERATIVE PROCEDURES
C0222762,"Rib cage, NOS"
C0222761,"Rib cage, NOS"
C0085096,"Peripheral vascular disease, NOS"
C0026845,Muscle tissue
C0520679,Obstructive sleep apnea syndrome
C0022013,Ion exchange
C0325580,Gyrfalcon
C0234404,Conditioned stimulus
C0011581,"Depressive disorder, NOS"
C0025193,"Depressive disorder, NOS"
C1269683,"Depressive disorder, NOS"
C0444567,Anatomical orifice
C0201739,"Atomic absorption, flameless type"
C0919758,"Vitamin D measurement, NOS"
C0019214,Hepatosplenomegaly
C0475372,T1 stage
C0015895,"Fertility, NOS"
C0014072,Experimental allergic encephalomyelitis
C1704212,"Embolus, NOS"
C0013922,"Embolus, NOS"
C0206762,"Congenital anomaly of limb, NOS"
C0018022,Endemic goiter
C0577943,Limitation of chest expansion
C0079304,Esophagogastroduodenoscopy
C0949766,"Physical therapy procedure, NOS"
C0011581,"Dysthymia, NOS"
C0013415,"Dysthymia, NOS"
C0282126,"Dysthymia, NOS"
C0027804,"Dysthymia, NOS"
C0221508,"Dysthymia, NOS"
C0521491,Application site pain
C1704328,"Osteosarcoma, NOS"
C0029463,"Osteosarcoma, NOS"
C0005700,Effects of air pressure caused by explosion
C0277608,"Death in hospital, NOS"
C0015528,Coagulation factor XIII
C0200116,"Sensory testing, NOS"
C0195117,"Operation on vagina, NOS"
C0025329,"Normal menstrual cycle, NOS"
C0017243,"Drug gel, NOS"
C0239946,"Hepatic fibrosis, NOS"
C0026083,PROFESSIONAL MIDWIVES
C0015540,Riboflavin dinucleotide
C0022237,Isopropyl alcohol
C0041107,Trisomy
C0221921,Stratum corneum
C0018893,"Helminth, NOS"
C0317593,Lactobacillus salivarius
C0003006,Angiotensin I
C1306247,"Neurilemmoma, NOS"
C0027809,"Neurilemmoma, NOS"
C0027859,"Neurilemmoma, NOS"
C0039505,Tendon transplantation
C1279739,Tendon transplantation
C3266841,"All deciduous teeth, NOS"
C0021826,"Intestinal absorption, NOS"
C0524355,Candidate donor
C0004482,Azathioprine
C0559470,Allergy to peanuts
C0014072,Allergic encephalomyelitis
C0333099,Fusiform aneurysm
C0318071,Rothia dentocariosa
C0037532,Sodium nitrite
C0013331,Dutch
C0018926,Emesis bloody
C1456868,Diabetic foot ulcer
C0019699,HTLV III test positive
C1518101,Matrix-assisted laser desorption/ionization time-of-flight mass spectrometry
C0006674,calcitriol
C0040018,thrombin
C0935690,vincristine sulfate liposomal
C0030968,peracetic acid
C0663241,bumetanide 2 mg ORAL TABLET
C0688060,bumetanide 2 mg ORAL TABLET
C0055003,cefepime
C1699926,fingolimod
C0051704,ammonium acetate
C0028420,nortriptyline
C0282355,sulbactam sodium
C0776637,physiological irrigating solution
C0024730,mannitol
C0772454,grape seed extract
C0180875,clemastine fumarate 0.5 mg/5 mL ORAL SYRUP
C0792513,clemastine fumarate 0.5 mg/5 mL ORAL SYRUP
C0022209,isoniazid
C0023413,leucovorin
C0690660,trihexyphenidyl HCl 2 mg ORAL TABLET
C0022614,trihexyphenidyl HCl 2 mg ORAL TABLET
C0006230,bromocriptine
C0979505,phenytoin sodium extended 100 mg ORAL CAPSULE
C0024730,phenytoin sodium extended 100 mg ORAL CAPSULE
C1456408,liraglutide
C0023791,microfibrillar collagen 70 mm X 35 mm TOPICAL SHEET (EA)
C2710147,microfibrillar collagen 70 mm X 35 mm TOPICAL SHEET (EA)
C0038402,lecithin/pyridoxine/kelp ORAL CAPSULE
C0775115,lecithin/pyridoxine/kelp ORAL CAPSULE
C0025854,metolazone
C0018926,Hematemesis
C0851140,Carcinoma in situ of cervix uteri
C0019348,Herpes simplex
C0202823,Computerized axial tomography of thorax
C0158266,"Degeneration of intervertebral disc, site unspecified"
C0014869,Reflux esophagitis
C0030353,"Papilledema, unspecified"
C2349254,Robotic assisted procedures
C0026034,Microstomia
C0025007,Measles
C0023448,Lymphoid leukemia
C0030353,Optic papillitis
C0008350,Cholelithiasis
C0030353,Papilledema
C0345904,"Malignant neoplasm of liver, not specified as primary or secondary"
C0177804,Bone mineral density studies
C0040038,Other venous embolism and thrombosis of unspecified site
C1800706,Idiopathic pulmonary fibrosis
C0019069,Congenital factor VIII disorder
C0023448,Unspecified lymphoid leukemia
C0153381,"Malignant neoplasm of mouth, unspecified"
C0024031,Lumbago
C0524620,Dysmetabolic syndrome X
C1261322,Investigation
C0024031,Low back pain
C0040038,Thromboembolism
C0000833,Abscess
C1735634,Acute allograft rejection
C0345904,Malignant liver tumour
C0162481,Doppler ultrasound
C0079104,Smear cervix
C0344439,Hydrogen breath test
C0700200,Presyncope
C0030353,Papilloedema
C0026269,Mitral valve stenosis
C0279672,Adenocarcinoma of the cervix
C0032326,Pneumothorax NOS
C0851140,In situ cancer of cervix
C0000833,Abscess NOS
C0861674,Oesophageal squamous cell carcinoma thoracic stage unspecified
C0851140,CIS of cervix
C0018926,Vomiting blood
C0085207,Gestational diabetes mellitus
C0345904,Malignant hepatic neoplasm
C0239783,Pain groin
C0857016,Prolactin levels decreased
C0345904,Hepatic neoplasm malignant NOS
C0149871,Deep venous thrombosis NOS
C0079104,Cervical pap smear
C0008350,Cholelithiasis
C0040017,Thromboelastography
C0085207,Diabetes mellitus gestational
C0085281,Dependence addictive
C0020635,Hypopituitarism
C0015459,Face injury
C0430462,Transthoracic echocardiogram
C0700200,Pre-syncope
C0023448,Unspecified lymphoid leukaemia
C0851140,Cervical carcinoma stage 0
C0019348,Herpes simplex NOS
C0017638,Glioma
C0020635,Insufficiency pituitary
C0740858,Substance abuse
C0679254,Disease recurrence NOS
C0030353,Papillitis
C0542243,Toxic reaction (NOS)
C0267407,Mesenteric artery embolism
C0162534,Prion-associated disorders
C0858970,Carcinogenicity
C0030353,Disc oedema in ocular fundus
C0162481,Ultrasound Doppler
C0857016,Prolactin low
C1518101,MALDI-TOF
C0345904,Hepatic tumour malignant
C0857016,Prolactin decreased
C1700929,Endoscopic submucosal dissection
C0345904,Hepatic neoplasm malignant
C3642345,Luminal A breast cancer
C0026269,Mitral stenosis
C0025007,Rubeola
C0023448,Lymphatic leukemia
C0851140,Carcinoma in situ of cervix
C0206061,Interstitial pneumonitis
C0018926,Haematemesis
C1800706,Cryptogenic fibrosing alveolitis
C0524620,Metabolic syndrome
C0334533,Hemangioma arterial
C0851140,Carcinoma uterine cervix in situ
C0279672,Cervical adenocarcinoma
C0018926,Hematemesis
C1269955,Tumor invasion
C0023448,Leukaemia lymphoid
C0345904,Hepatic neoplasms malignant
C0345904,Hepatic tumor malignant
C0202159,Parathyroid hormone
C0334533,Haemangioma arterial
C0024031,Lumbalgia
C0202823,Computerised tomogram thorax
C0345904,Hepatic cancer
C1800706,Fibrosing alveolitis
C0023448,Lymphocytic leukaemia
C0221785,Ache wrists
C0524620,Cardiometabolic syndrome
C0149871,DVT
C0085207,Gestational diabetes
C0019699,Positive test for HIV
C0024031,Low back ache
C0206061,Interstitial pneumonia
C0019699,HIV test positive
C0079104,Smear vagina
C0345904,"Liver, cancer of"
C0202159,Parathyrin
C0683278,Anguish
C0851140,Cervix carcinoma stage 0
C0744869,Hepatocellular carcinoma metastatic
C1704328,Osteoblastic osteosarcoma
C0345904,"Malignant neoplasm of liver, not specified as primary or secondary"
C0023448,Lymphatic leukaemia
C0020635,Pituitary insufficiency
C0019069,Congenital factor VIII disorder
C0040017,Thromboelastogram
C0085281,Addiction
C0010702,Cystoscopy
C0039240,Tachycardia supraventricular
C0239783,Groin pain
C0023448,Leukemia lymphocytic
C0239783,Inguinal pain
C1800706,Fibrosing alveolitis (idiopathic)
C0023448,Lymphocytic leukemia
C0023448,Leukemia lymphatic
C0019348,HSV infection
C1800706,Idiopathic pulmonary fibrosis
C0007766,Aneurysm intracranial
C1096244,Intestinal resection
C0030353,Disc edema in ocular fundus
C0021488,Joint injection
C0221785,Wrist pain
C0333988,Pseudoepitheliomatous hyperplasia
C0206061,Pneumonia interstitial
C1141958,Antiinfective therapies
C0162481,Ultrasound Doppler NOS
C0158266,"Degeneration of intervertebral disc, site unspecified"
C0019699,HIV positive
C0860404,Adenovirus in vivo gene therapy
C0014869,Reflux oesophagitis
C1141958,Anti-infective therapy
C1963786,Quality of life decreased
C0700572,Mobility decreased
C0085281,Addictive behaviour
C1518101,Matrix-assisted laser desorption/ionisation time-of-flight mass spectrometry
C0042019,Urinary catheter insertion
C0278687,Ovarian cancer stage III
C0040038,Thromboembolic event
C0025007,Rubeola virus infection
C3888580,Malignant bowel obstruction
C0024031,Lumbar pain
C0153381,Malignant oral cavity neoplasms
C1261322,Investigation NOS
C0023448,Leukaemia lymphatic
C0007766,Intracranial aneurysm
C0035242,Respiratory tract disorder
C0430462,Transthoracic echocardiography
C0008350,Calculus biliary
C0019069,Haemophilia A (Factor VIII)
C0079104,PAP smear
C0023448,Leukemia lymphoid
C0023448,Unspecified lymphoid leukemia
C0851140,Cervical intraepithelial neoplasia III
C4289797,Chimeric antigen receptor T-cell therapy
C0404077,Abdominal hysterectomy
C0202159,Parathormone
C0679254,Disease recurrence
C0079104,Cervical smear
C0428196,Bicarbonate level
C0025007,Measles
C0039240,Supraventricular tachycardia
C0851140,Cervical carcinoma in situ
C0079104,Cervix smear
C0202823,Computerized tomogram thorax
C0030353,Optic papillitis
C0153381,Mouth cancer
C0023448,Lymphoid leukemia
C1261322,Investigations
C0278687,Ovarian epithelial cancer stage III
C0851140,Cervical cancer stage 0
C0337413,Encephalocele repair
C0851140,Carcinoma cervix in situ
C1269955,Tumour invasion
C0014869,Reflux esophagitis
C0019699,HIV seropositive NOS
C0149871,Deep vein thrombosis
C0345904,Malignant liver tumor
C3544170,Exposure via eye contact
C0202823,Thorax CAT
C0019069,Hemophilia A (Factor VIII)
C0524620,Metabolic syndrome X
C0008350,Biliary stones
C0032326,Pneumothorax
C0008350,Gallstones
C0030353,Papillitis optic
C0858274,Appetite suppressed
C0231756,Floating patella
C0861674,Esophageal squamous cell carcinoma thoracic stage unspecified
C0030353,Optic discs blurred
C0019069,Hemophilia A
C0023448,Leukaemia lymphocytic
C0019069,Haemophilia A
C0030353,"Papilloedema, unspecified"
C4289797,CAR T-cell therapy
C0162481,Doppler scan
C0202098,Insulin
C1800706,Alveolitis fibrosing
C0026034,Microstomia
C0162534,Transmissible spongiform encephalopathy
C0023448,Lymphoblastic leukemia NOS
C0677960,T-cell depletion
C0459847,Heavy cigarette smoker
C0858274,Appetite suppression
C0030353,Optic disc inflammation
C0153381,"Malignant neoplasm of mouth, unspecified"
C0158266,Intervertebral disc degeneration
C0333516,Tumour necrosis
C0149871,Thrombosis venous deep
C0851140,Carcinoma in situ of cervix uteri
C0030353,Optic disc engorgement
C0158266,Degenerative disc disease
C0851140,Uterine cervix carcinoma stage 0
C0202823,Chest CT
C0241745,Wound pain
C0020635,Hypopituitalism
C0030353,Papilledema
C0024031,Lumbago
C0851140,Cervix carcinoma in situ
C0030353,Papillitis NOS
C0158266,Intervertebral disc degeneration NOS
C1306542,Mustard operation
C0153381,Oral neoplasm malignant
C0202159,PTH
C0019348,Herpes simplex
C0023448,Lymphoid leukaemia
C0038846,Supine position
C0023448,Lymphoblastic leukaemia NOS
C0030353,"Papilledema, unspecified"
C0040038,Thromboembolism NOS
C1273070,Left ventricular diastolic dysfunction
C1536153,Culture pleural fluid
C0030353,Disc congestion in ocular fundus
C0700200,Near syncope
C0085281,Addictive behavior
C0004572,Babesia
C0333516,Tumor necrosis
C0079104,Vaginal Smears
C0004572,Babesia
C2975447,"GNA11 protein, human"
C0596952,Mitochondrial Membranes
C0230840,Mitochondrial Membranes
C0230839,Mitochondrial Membranes
C0026258,Spindle Apparatus
C3268864,Spindle Apparatus
C0260013,Spindle Apparatus
C0242897,Cholinergic Antagonists
C0242896,Cholinergic Antagonists
C0026779,Mummies
C0043476,Zimbabwe
C0085983,"Cell Line, Tumor"
C1450460,Nortriptyline
C1450467,Nortriptyline
C1450461,Nortriptyline
C0528314,Nortriptyline
C1450464,Nortriptyline
C0028420,Nortriptyline
C1450466,Nortriptyline
C4505416,Nortriptyline
C1450465,Nortriptyline
C1450462,Nortriptyline
C0030256,Nortriptyline
C0700459,Nortriptyline
C2698502,Nortriptyline
C1450463,Nortriptyline
C1449082,"Mknk1 protein, mouse"
C3178867,Plant Cells
C0053576,bikaverin
C0878361,Peracetic Acid
C0037542,Peracetic Acid
C0878360,Peracetic Acid
C0043495,Peracetic Acid
C0030968,Peracetic Acid
C0016129,Fingers
C0087134,Medically Uninsured
C0085561,Medically Uninsured
C0086602,Medically Uninsured
C0087132,Medically Uninsured
C0022366,"Jaw, Edentulous"
C0038545,Subject Headings
C0282354,Subject Headings
C0028713,Nutrition Surveys
C0376344,Nutrition Surveys
C0051704,ammonium acetate
C0751968,Enzyme Activators
C0600500,Peptide Nucleic Acids
C2936607,Information Literacy
C0423866,Hair
C0018494,Hair
C0026640,Mouth Neoplasms
C0153381,Mouth Neoplasms
C0009516,Complement C4
C0071998,Complement C4
C3850000,Subtractive Hybridization Techniques
C3849999,Subtractive Hybridization Techniques
C5544497,Subtractive Hybridization Techniques
C0008569,"Chromatography, Thin Layer"
C0004348,Austria
C0020684,Hypoxanthine
C0397344,Arterial Switch Operation
C0339890,Arterial Switch Operation
C1306542,Arterial Switch Operation
C0339891,Arterial Switch Operation
C0555897,Arterial Switch Operation
C0025007,Measles
C0000872,Academic Medical Centers
C5243476,Metabolic Syndrome
C0524620,Metabolic Syndrome
C0663241,Linezolid
C0876226,Linezolid
C0386550,Linezolid
C0872076,Pluripotent Stem Cells
C0388088,Fingolimod Hydrochloride
C1699926,Fingolimod Hydrochloride
C0388087,Fingolimod Hydrochloride
C2938762,Fingolimod Hydrochloride
C0291786,Organic Cation Transporter 1
C0220847,Hepacivirus
C0079500,Hepacivirus
C1700928,Endoscopic Mucosal Resection
C5396810,Endoscopic Mucosal Resection
C1700929,Endoscopic Mucosal Resection
C5545194,Endoscopic Mucosal Resection
C0206172,Diabetic Foot
C1456868,Diabetic Foot
C0031529,Philippines
C0018829,"Heart, Artificial"
C0242632,Th1 Cells
C4082520,Trace Elements
C2145047,Trace Elements
C0040577,Trace Elements
C0039654,Tetradecanoylphorbol Acetate
C0886919,Tetradecanoylphorbol Acetate
C0019699,HIV Seropositivity
C0005580,Biphenyl Compounds
C0027978,New Zealand
C0259902,Gastrulation
C0023448,"Leukemia, Lymphoid"
C3712863,"Tfap2c protein, mouse"
C0022645,Kidd Blood-Group System
C1956346,Coronary Artery Disease
C1299433,Coronary Artery Disease
C0010054,Coronary Artery Disease
C0892242,catechol
C0054858,catechol
C0892243,catechol
C1870609,catechol
C0892241,catechol
C0100994,acacetin
C2936470,Synbiotics
C0038665,Sulbactam
C0878060,Sulbactam
C1564187,Sulbactam
C0282355,Sulbactam
C0013786,Electric Stimulation
C2931201,Urachal adenocarcinoma
C0031456,Phenylalanine Hydroxylase
C0702199,Isoniazid
C0702200,Isoniazid
C0086317,Isoniazid
C0022209,Isoniazid
C0022771,Korea
C1309095,"AKAP3 protein, human"
C0242688,Astronauts
C0020838,"Immunoglobulin A, Secretory"
C0009412,"Immunoglobulin A, Secretory"
C0003087,Ankle Joint
C0730182,Ankle Joint
C0284080,"RORA protein, human"
C0287916,"RORA protein, human"
C1721333,"RORA protein, human"
C1721334,"RORA protein, human"
C1451463,"RORA protein, human"
C0030012,Oxidation-Reduction
C0009924,Contrast Media
C2930749,Contrast Media
C5392987,Precision Medicine
C4046052,Precision Medicine
C2718059,Precision Medicine
C1257736,"Tomography, Optical"
C0000266,Bromocriptine
C0701351,Bromocriptine
C0006230,Bromocriptine
C0546852,Bromocriptine
C0815107,Psychological Distress
C0086209,Psychological Distress
C0282535,src Homology Domains
C0282534,src Homology Domains
C0282536,src Homology Domains
C0282533,src Homology Domains
C0264558,Pneumothorax
C0149781,Pneumothorax
C0032326,Pneumothorax
C1868193,Pneumothorax
C2745170,"R-1,1,1-trifluoro-4-(5-fluoro-2,3-dihydrobenzofuran-7-yl)-4-methyl-2-(((2-methyl-5-quinolyl)amino)methyl)pentan-2-ol"
C3252363,"R-1,1,1-trifluoro-4-(5-fluoro-2,3-dihydrobenzofuran-7-yl)-4-methyl-2-(((2-methyl-5-quinolyl)amino)methyl)pentan-2-ol"
C2745171,"R-1,1,1-trifluoro-4-(5-fluoro-2,3-dihydrobenzofuran-7-yl)-4-methyl-2-(((2-methyl-5-quinolyl)amino)methyl)pentan-2-ol"
C2973894,"R-1,1,1-trifluoro-4-(5-fluoro-2,3-dihydrobenzofuran-7-yl)-4-methyl-2-(((2-methyl-5-quinolyl)amino)methyl)pentan-2-ol"
C3849966,"4,4'-diallyl-5,5'-dimethoxy-(1,1'-biphenyl)-2,2'-diol"
C1099192,Liraglutide
C2732208,Liraglutide
C1456408,Liraglutide
C3872102,Liraglutide
C0242625,Patch-Clamp Techniques
C0242623,Patch-Clamp Techniques
C0242624,Patch-Clamp Techniques
C0950036,Blueberry Plants
C0950037,Blueberry Plants
C1027331,Blueberry Plants
C3938145,Blueberry Plants
C1213470,Blueberry Plants
C3891289,Blueberry Plants
C5197676,Patient Health Questionnaire
C4505062,Patient Health Questionnaire
C3641330,Patient Health Questionnaire
C1879301,Patient Health Questionnaire
C2706101,Patient Health Questionnaire
C4505063,Patient Health Questionnaire
C4083201,Patient Health Questionnaire
C0019948,Hospital Administration
C0019976,Hospital Administration
C0074177,schizandrol B
C0146020,schizandrol B
C0001552,"Adjuvants, Pharmaceutic"
C0369241,Fungi
C0016832,Fungi
C0206061,"Lung Diseases, Interstitial"
C0206062,"Lung Diseases, Interstitial"
C0702221,Touch
C0751537,Syncope
C0039070,Syncope
C0340854,Syncope
C0234435,Syncope
C0340855,Syncope
C0234437,Syncope
C0259813,Syncope
C0700200,Syncope
C0235242,Syncope
C0751536,Syncope
C0751538,Syncope
C0751534,Syncope
C0221046,Syncope
C0751539,Syncope
C0339780,Syncope
C0751535,Syncope
C1257899,DNA Damage
C0012860,DNA Damage
C0887857,"DNA, Intergenic"
C0887856,"DNA, Intergenic"
C0887858,"DNA, Intergenic"
C0599904,"DNA, Intergenic"
C0887859,"DNA, Intergenic"
